id,m1,m2,q0star,alpha,phi0,tc,dist,incl,seed,created_at,model
2438,46.785061,16.796352,-0.140561,0.410982,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2439,79.722686,63.234153,0.169946,-0.445498,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2440,25.162353,18.064910,-0.298455,0.596899,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2441,52.179875,19.345718,0.193982,0.275593,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2442,69.062844,12.861987,-0.236883,-0.673087,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2443,65.236594,48.010796,0.052536,0.716633,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2444,40.324359,39.648158,-0.079099,-0.366074,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2445,71.527475,31.131151,-0.163178,-0.005968,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2446,57.565229,31.013670,0.267870,0.919026,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2447,78.546231,47.047261,-0.002794,-0.939444,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2448,20.338493,10.076743,0.128657,0.104449,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2449,43.332100,13.398445,-0.260343,-0.400096,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2450,77.353130,21.709046,0.208022,0.549545,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2451,74.807766,60.831999,-0.102486,-0.592114,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2452,30.077989,29.846499,0.066649,0.489602,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2453,61.481057,39.401410,0.281973,0.130472,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2454,51.639128,41.060805,-0.186574,-0.795484,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2455,68.084965,55.491386,0.142688,0.814924,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2456,22.882496,11.893367,-0.026263,-0.227976,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2457,76.008021,14.785586,0.090600,-0.891113,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2458,64.540516,26.533555,-0.040888,0.058071,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2459,51.525008,43.487431,0.229776,-0.085564,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2460,35.765550,15.860032,-0.201236,0.996670,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2461,56.637166,26.276873,-0.117156,0.637052,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2462,52.751110,8.404267,0.014441,-0.288446,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2463,73.728714,69.692106,-0.274977,0.323939,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2464,35.193363,5.226148,0.155925,-0.719481,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2465,59.008853,6.379551,0.039331,-0.201844,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2466,74.993161,6.032436,-0.091572,0.849340,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2467,67.338591,53.794651,0.197843,-0.759101,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2468,37.546735,27.504698,-0.233756,0.158541,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2469,78.323838,37.066047,-0.017840,0.455661,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2470,44.603640,24.217881,0.113173,-0.618721,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2471,65.731148,49.191028,-0.157497,0.520970,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2472,18.194155,15.865176,0.273992,-0.435974,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2473,63.833500,21.837775,-0.209660,-0.694815,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2474,66.858320,38.708505,0.259292,0.355912,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2475,53.120772,50.484545,-0.069967,-0.250597,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2476,38.138143,14.264125,0.098583,0.667563,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2477,45.667153,28.657048,0.183243,0.964195,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2478,59.751229,19.373850,-0.285891,-0.109729,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2479,76.053814,72.490876,0.024622,0.028031,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2480,32.394736,12.281055,-0.143745,-0.929433,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2481,73.861397,11.194419,0.235877,0.567365,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2482,79.845833,28.679605,-0.195574,-0.484323,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2483,58.646285,44.731511,0.075095,0.378031,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2484,32.320890,22.654100,-0.055954,-0.539137,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2485,54.533457,41.586768,-0.271870,-0.836746,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2486,49.164521,10.508547,0.159765,0.238139,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2487,70.288631,62.864849,-0.129650,-0.155465,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2488,42.020047,20.389581,0.001216,0.801007,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2489,50.562188,16.985034,-0.105685,0.075403,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2490,62.043235,14.479530,0.062718,-0.974851,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2491,77.387547,45.668566,-0.247795,0.885588,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2492,33.286582,27.497634,0.221303,-0.033076,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2493,68.750628,24.096093,0.136642,-0.329219,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2494,55.230295,33.790661,-0.031870,0.744232,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2495,71.529626,58.040841,0.297388,-0.647458,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2496,9.344484,7.723641,-0.171601,0.310509,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2497,48.377170,8.446847,0.262891,-0.997932,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2498,71.099267,19.007584,-0.168744,0.084873,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2499,77.837504,54.800058,0.123093,-0.056641,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2500,24.819420,24.704357,-0.007774,0.891636,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2501,67.715284,33.716820,-0.242448,0.720494,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2502,44.945239,37.170471,0.189003,-0.323000,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2503,61.320029,59.639382,-0.084078,0.287265,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2504,17.415393,5.401765,0.046971,-0.637823,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2505,71.951748,20.838106,-0.134996,-0.488453,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2506,69.546971,32.933721,0.033516,0.592918,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2507,48.423026,44.869755,-0.293477,-0.550587,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2508,42.035459,20.171678,0.175512,0.399186,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2509,53.808674,33.062384,0.109592,0.226580,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2510,58.197594,13.576366,-0.058811,-0.815480,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2511,79.397308,64.189157,0.249427,0.796774,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2512,38.352419,11.936079,-0.219672,-0.129809,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2513,63.403968,12.711435,0.010046,0.366863,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2514,75.330630,41.481070,-0.120966,-0.715469,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2515,59.027879,55.330865,0.152116,0.672162,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2516,29.087262,9.710710,-0.279373,-0.276620,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2517,44.043618,38.861492,-0.044698,-0.104990,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2518,50.054330,23.341850,0.086205,0.938032,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2519,73.505732,66.427940,-0.205632,-0.918349,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2520,29.035700,22.560959,0.225967,0.007243,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2521,58.854690,16.606813,-0.182765,0.873443,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2522,65.282600,8.531064,0.286370,-0.208431,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2523,69.236970,44.154971,-0.021868,0.181176,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2524,37.807563,33.304175,0.146498,-0.768124,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2525,77.010863,27.953367,0.212418,-0.596006,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2526,53.053135,27.873890,-0.256534,0.446558,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2527,74.251524,49.931651,0.070459,-0.411799,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2528,15.110210,6.828099,-0.098091,0.514311,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2529,79.364374,5.674696,-0.289698,0.031892,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2530,72.987077,25.520522,0.178850,-0.886358,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2531,52.009594,47.559977,-0.148137,0.975867,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2532,26.725542,17.482027,0.020814,-0.074465,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2533,61.188684,36.507067,0.254898,-0.309085,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2534,43.038761,6.196927,-0.213467,0.647987,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2535,66.921149,64.091968,0.094775,-0.745488,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2536,35.619854,15.527224,-0.074360,0.328522,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2537,46.414219,23.605680,0.117565,0.540426,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2538,67.654585,20.971106,-0.014032,-0.377366,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2539,71.153294,51.208913,0.277799,0.482927,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2540,40.124760,31.387995,-0.153103,-0.567924,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2541,65.720863,30.276714,-0.087764,-0.802055,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2542,60.108649,39.164319,0.043723,0.154559,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2543,76.629946,52.995798,-0.229362,-0.236984,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2544,13.828825,12.045919,0.201650,0.837544,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2545,56.124419,10.818403,-0.037437,-0.666883,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2546,78.097705,11.260764,0.131660,0.251871,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2547,61.855248,57.116539,-0.176582,-0.356455,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2548,40.686471,31.872646,0.291820,0.693404,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2549,74.323506,40.773050,0.057736,0.928512,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2550,47.269301,30.561819,-0.111251,-0.029064,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2551,68.321184,42.516168,0.215735,0.110512,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2552,22.525122,19.794243,-0.252776,-0.963025,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2553,70.050409,18.495269,0.164746,-0.159356,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2554,62.510947,34.835203,-0.266302,0.757963,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2555,57.322421,46.061735,0.006783,-0.848448,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2556,35.017602,7.718583,-0.124668,0.202906,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2557,50.729541,26.046387,-0.190006,0.436549,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2558,55.842740,16.655355,0.240858,-0.519592,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2559,75.466962,72.362856,-0.050972,0.618069,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2560,27.075044,9.599392,0.080662,-0.456963,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2561,50.928920,9.617756,-0.008666,-0.136892,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2562,72.271246,16.456404,0.122822,0.788224,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2563,75.409349,55.970968,-0.166670,-0.824022,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2564,27.131939,25.991406,0.264342,0.219504,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2565,70.290486,34.889442,0.049016,0.390648,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2566,46.116648,34.594696,-0.082581,-0.557666,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2567,62.492658,57.233552,0.188156,0.585831,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2568,18.586804,7.808166,-0.242746,-0.496999,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2569,74.229412,19.666054,0.173447,-0.630738,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2570,68.376137,30.655484,-0.294918,0.295813,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2571,47.250972,42.752307,0.034417,-0.314460,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2572,40.864618,22.289697,-0.134717,0.727572,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2573,56.072024,31.890906,-0.218796,0.900180,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2574,57.025041,11.313587,0.249752,-0.049568,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2575,78.225822,62.058557,-0.060829,0.091954,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2576,40.482446,10.763523,0.108122,-0.989380,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2577,65.810380,13.883701,-0.280823,0.506250,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2578,76.501824,39.075232,0.150041,-0.419370,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2579,60.200151,52.755082,-0.120696,0.438994,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2580,30.258459,12.285922,0.010939,-0.604060,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2581,46.471192,40.033187,0.226263,-0.775691,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2582,51.227238,20.913705,-0.204784,0.173126,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2583,70.954562,67.599636,0.084707,-0.216488,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2584,31.587442,23.733874,-0.046744,0.865868,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2585,60.984727,15.435693,0.146218,0.015302,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2586,64.110261,6.400456,-0.022769,-0.910776,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2587,66.974183,42.983844,0.287811,0.945597,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2588,36.635222,35.567536,-0.180700,-0.096938,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2589,79.128874,26.780527,-0.096620,-0.269058,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2590,51.881370,25.756452,0.072477,0.680217,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2591,73.078682,47.653423,-0.256858,-0.707405,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2592,17.387867,5.656328,0.211543,0.374432,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2593,76.812060,6.846389,0.018777,0.829487,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2594,74.159987,28.073409,-0.149625,-0.244559,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2595,53.181293,49.988695,0.179706,0.146992,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2596,27.898455,15.052738,-0.289392,-0.810105,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2597,58.614045,37.679334,-0.073476,-0.575487,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2598,44.209954,8.770995,0.095036,0.474874,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2599,69.326416,65.264237,-0.215551,-0.385428,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2600,33.215160,16.698423,0.253438,0.532855,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2601,44.137136,22.432843,-0.153968,0.336585,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2602,66.482818,23.247618,0.277483,-0.737919,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2603,73.270161,50.036069,-0.012005,0.655549,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2604,38.952990,29.271702,0.119045,-0.301029,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2605,63.456932,29.105592,0.203706,-0.066900,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2606,58.936313,41.428824,-0.227929,0.983919,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2607,75.458821,55.126979,0.042813,-0.878299,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2608,12.656482,9.914167,-0.088053,0.039465,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2609,53.719733,11.991028,0.291514,-0.464050,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2610,79.269112,13.666021,-0.177438,0.609523,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2611,64.429305,58.289165,0.133148,-0.528130,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2612,38.111840,33.044059,-0.035401,0.429470,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2613,71.894207,41.943956,-0.251316,0.194364,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2614,48.441283,32.990546,0.217818,-0.855524,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2615,69.492097,45.069062,-0.111514,0.750880,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2616,20.966227,19.972799,0.056853,-0.167906,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2617,67.918665,17.323788,-0.126147,-0.955944,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2618,61.338396,36.966374,0.004756,0.119064,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2619,59.586915,44.890252,-0.265987,-0.020520,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2620,33.845044,5.454659,0.165612,0.935586,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2621,48.613237,24.874337,0.080951,0.701944,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2622,54.671904,18.772230,-0.050062,-0.349378,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2623,77.743482,71.190799,0.239426,0.258955,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2624,24.797950,8.428553,-0.192063,-0.658335,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2625,68.657183,7.705351,0.245945,0.095907,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2626,71.621162,33.884822,-0.223190,-0.946519,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2627,58.276342,55.102136,0.103729,0.911944,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2628,24.151005,9.108555,-0.064637,-0.014518,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2629,50.509155,33.414811,-0.299312,-0.373161,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2630,45.613583,14.531849,0.169640,0.708087,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2631,77.591506,62.061598,-0.138525,-0.681626,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2632,27.294107,16.893425,0.030025,0.268514,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2633,54.732189,20.517697,-0.078188,0.605439,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2634,70.233752,10.309101,0.052824,-0.438421,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2635,62.807877,49.182782,-0.238939,0.418067,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
2636,42.077449,41.495269,0.192550,-0.506899,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
